species,replicate,individual,site,age,age_exact,date_tagged,mature,use_for_allocation_calculations,use_for_allometric_equations,use_for_fit,alive,reason
EPMI,907,EPMI_907,Basin1981,32,32,8-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
EPMI,B-01,EPMI_B-01,baby,0.1,0.1,27-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
EPMI,B-02,EPMI_B-02,baby,0.1,0.1,27-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
EPMI,B-03,EPMI_B-03,baby,0.1,0.1,27-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
EPMI,B-04,EPMI_B-04,baby,0.1,0.1,27-Jan-14,FALSE,TRUE,TRUE,TRUE,TRUE,
EPMI,207,EPMI_L207,Bobbin2010,3,3,25-May-12,NA,FALSE,FALSE,FALSE,TRUE,
EPMI,208,EPMI_L208,Bobbin2010,3,3,26-Jun-12,NA,FALSE,FALSE,FALSE,TRUE,
EPMI,209,EPMI_L209,Bobbin2010,3,3,26-Jun-12,NA,FALSE,FALSE,FALSE,TRUE,
GRBU,2,GRBU_002,Basin2005,7,7,16-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRBU,3,GRBU_003,Basin2005,7,7,22-Mar-12,,TRUE,TRUE,TRUE,TRUE,
GRBU,5,GRBU_005,Basin2005,7,7,22-May-12,,FALSE,FALSE,FALSE,FALSE,
GRBU,6,GRBU_006,Basin2005,7,7,23-Mar-12,TRUE,FALSE,FALSE,FALSE,FALSE,
GRBU,7,GRBU_007,Basin2005,7,7,23-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRBU,8,GRBU_008,Basin2005,7,7,23-Mar-12,,TRUE,TRUE,TRUE,TRUE,
GRBU,9,GRBU_009,Basin2005,7,7,23-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,103,GRBU_103,Waratah2011,1.4,1.4,13-Jun-12,TRUE,FALSE,FALSE,FALSE,TRUE,possibly called GRSP_113 in places
GRSP,105,GRBU_105,Waratah2011,1.4,1.4,13-Jun-12,TRUE,FALSE,FALSE,FALSE,TRUE,possibly called GRSP_115 in places
GRSP,107,GRBU_107,Waratah2011,1.4,1.4,13-Jun-12,TRUE,FALSE,FALSE,FALSE,TRUE,possibly called GRSP_117 in places
GRBU,151,GRBU_151,Waratah2011,2.4,2.4,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRBU,152,GRBU_152,Waratah2011,2.4,2.4,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRBU,153,GRBU_153,Waratah2011,2.4,2.4,18-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
GRBU,154,GRBU_154,Waratah2011,2.4,2.4,,FALSE,FALSE,FALSE,FALSE,FALSE,
GRBU,155,GRBU_155,Waratah2011,1.4,1.4,21-Jan-14,FALSE,FALSE,FALSE,FALSE,FALSE,
GRBU,156,GRBU_156,Waratah2011,2.4,2.4,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRBU,157,GRBU_157,Waratah2011,2.4,2.4,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRBU,202,GRBU_202,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
GRBU,203,GRBU_203,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
GRBU,204,GRBU_204,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
GRBU,205,GRBU_205,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
GRBU,206,GRBU_206,Bobbin2010,3,3,25-May-12,NA,FALSE,FALSE,FALSE,TRUE,
GRBU,207,GRBU_207,Bobbin2010,3,3,26-Jun-12,NA,FALSE,FALSE,FALSE,TRUE,
GRBU,208,GRBU_208,Bobbin2010,3,3,26-Jun-12,NA,FALSE,FALSE,FALSE,TRUE,
GRBU,305,GRBU_305,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRBU,306,GRBU_306,Wilunga2012,1.4,1.35,27-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
GRBU,307,GRBU_307,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRBU,308,GRBU_308,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRBU,310,GRBU_310,Wilunga2012,1.4,1.35,27-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
GRBU,311,GRBU_311,Wilunga2012,1.4,1.35,27-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
GRBU,312,GRBU_312,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRBU,313,GRBU_313,Wilunga2012,1.4,1.35,27-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
GRBU,402,GRBU_402,Basin2007,5,5,27-Apr-12,FALSE,TRUE,FALSE,FALSE,TRUE,
GRBU,403,GRBU_403,Basin2007,5,5,27-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
GRBU,404,GRBU_404,Basin2007,5,5,27-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
GRBU,405,GRBU_405,Basin2007,5,5,27-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
GRBU,406,GRBU_406,Basin2007,5,5,27-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
GRBU,407,GRBU_407,Basin2007,5,5,1-May-12,TRUE,TRUE,FALSE,FALSE,TRUE,
GRBU,408,GRBU_408,Basin2007,5,5,1-May-12,TRUE,TRUE,FALSE,FALSE,TRUE,
GRBU,801,GRBU_801,Waratah2003,9,9,15-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRBU,802,GRBU_802,Waratah2003,9,9,15-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRBU,803,GRBU_803,Waratah2003,9,9,15-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRBU,804,GRBU_804,Waratah2003,9,9,15-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRBU,805,GRBU_805,Waratah2003,9,9,15-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRBU,806,GRBU_806,Waratah2003,9,9,15-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRBU,807,GRBU_807,Waratah2003,9,9,15-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRBU,901,GRBU_901,Basin1981,32,32,31-May-12,TRUE,FALSE,FALSE,FALSE,FALSE,
GRBU,902,GRBU_902,Basin1981,32,32,31-May-12,,FALSE,FALSE,FALSE,FALSE,
GRBU,903,GRBU_903,Basin1981,32,32,7-Jun-12,TRUE,FALSE,FALSE,FALSE,TRUE,near death
GRBU,904,GRBU_904,Basin1981,32,32,7-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRBU,905,GRBU_905,Basin1981,32,32,8-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRBU,906,GRBU_906,Basin1981,32,32,8-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRBU,907,GRBU_907,Basin1981,32,32,8-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRBU,B-01,GRBU_B-01,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRBU,B-02,GRBU_B-02,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRBU,B-03,GRBU_B-03,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRBU,B-04,GRBU_B-04,baby,0.1,0.1,28-Jun-13,FALSE,FALSE,FALSE,FALSE,TRUE,"removed, because an outlier from all other points on chart; other babies fit well with other samples"
GRSP,2,GRSP_002,Basin2005,7,7,16-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,3,GRSP_003,Basin2005,7,7,16-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,4,GRSP_004,Basin2005,7,7,16-Mar-12,,FALSE,FALSE,FALSE,FALSE,
GRSP,5,GRSP_005,Basin2005,7,7,1-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,6,GRSP_006,Basin2005,7,7,1-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,7,GRSP_007,Basin2005,7,7,1-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,9,GRSP_009,Basin2005,7,7,28-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,101,GRSP_101,Waratah2011,1.4,1.4,3-May-12,FALSE,TRUE,TRUE,TRUE,TRUE,
GRSP,102,GRSP_102,Waratah2011,1.4,1.4,3-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,103,GRSP_103,Waratah2011,1.4,1.4,3-May-12,FALSE,TRUE,TRUE,TRUE,TRUE,
GRSP,104,GRSP_104,Waratah2011,1.4,1.4,3-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,105,GRSP_105,Waratah2011,1.4,1.4,4-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,106,GRSP_106,Waratah2011,1.4,1.4,4-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,107,GRSP_107,Waratah2011,1.4,1.4,4-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,110,GRSP_110,Waratah2011,1.4,1.4,18-May-12,FALSE,TRUE,TRUE,TRUE,TRUE,
GRSP,111,GRSP_111,Waratah2011,1.4,1.4,29-Jun-12,FALSE,TRUE,TRUE,TRUE,TRUE,
GRSP,112,GRSP_112,Waratah2011,1.4,1.4,29-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,114,GRSP_114,Waratah2011,1.4,1.4,29-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,116,GRSP_116,Waratah2011,1.4,1.4,29-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,151,GRSP_151,Waratah2011,2.4,2.4,14-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,152,GRSP_152,Waratah2011,2.4,2.4,14-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,153,GRSP_153,Waratah2011,2.4,2.4,14-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,154,GRSP_154,Waratah2011,2.4,2.4,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRSP,155,GRSP_155,Waratah2011,2.4,2.4,18-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,156,GRSP_156,Waratah2011,2.4,2.4,18-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,157,GRSP_157,Waratah2011,2.4,2.4,18-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,201,GRSP_201,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
GRSP,201b,GRSP_201b_ex_GRBU,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
GRSP,203,GRSP_203,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
GRSP,204,GRSP_204,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
GRSP,205,GRSP_205,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
GRSP,206,GRSP_206,Bobbin2010,3,3,25-May-12,NA,FALSE,FALSE,FALSE,TRUE,
GRSP,207,GRSP_207,Bobbin2010,3,3,25-May-12,NA,FALSE,FALSE,FALSE,TRUE,
GRSP,208,GRSP_208,Bobbin2010,3,3,25-May-12,NA,FALSE,FALSE,FALSE,TRUE,
GRSP,301,GRSP_301,Wilunga2012,1.4,1.35,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRSP,302,GRSP_302,Wilunga2012,1.4,1.35,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRSP,306,GRSP_306,Wilunga2012,1.4,1.35,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRSP,307,GRSP_307,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRSP,312,GRSP_312,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRSP,314,GRSP_314,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRSP,315,GRSP_315,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRSP,316,GRSP_316,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRSP,401,GRSP_401,Basin2007,5,5,20-Apr-12,FALSE,TRUE,FALSE,FALSE,TRUE,
GRSP,402,GRSP_402,Basin2007,5,5,20-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
GRSP,403,GRSP_403,Basin2007,5,5,20-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
GRSP,404,GRSP_404,Basin2007,5,5,20-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
GRSP,405,GRSP_405,Basin2007,5,5,26-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
GRSP,406,GRSP_406,Basin2007,5,5,26-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
GRSP,407,GRSP_407,Basin2007,5,5,26-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
GRSP,408,GRSP_408,Basin2007,5,5,20-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
GRSP,801,GRSP_801,Waratah2003,9,9,11-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,802,GRSP_802,Waratah2003,9,9,11-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,803,GRSP_803,Waratah2003,9,9,11-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,804,GRSP_804,Waratah2003,9,9,17-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,805,GRSP_805,Waratah2003,9,9,17-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,806,GRSP_806,Waratah2003,9,9,17-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,807,GRSP_807,Waratah2003,9,9,17-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
GRSP,901,GRSP_901,Basin1981,32,32,31-May-12,TRUE,FALSE,FALSE,FALSE,FALSE,
GRSP,902,GRSP_902,Basin1981,32,32,31-May-12,TRUE,FALSE,FALSE,FALSE,FALSE,
GRSP,903,GRSP_903,Basin1981,32,32,31-May-12,TRUE,FALSE,FALSE,FALSE,FALSE,
GRSP,904,GRSP_904,Basin1981,32,32,7-Jun-12,TRUE,FALSE,FALSE,FALSE,FALSE,
GRSP,905,GRSP_905,Basin1981,32,32,8-Jun-12,TRUE,FALSE,FALSE,FALSE,FALSE,
GRSP,906,GRSP_906,Basin1981,32,32,8-Jun-12,TRUE,FALSE,FALSE,FALSE,FALSE,
GRSP,907,GRSP_907,Basin1981,32,32,8-Jun-12,TRUE,FALSE,FALSE,FALSE,TRUE,near death
GRSP,B-01,GRSP_B-01,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRSP,B-02,GRSP_B-02,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRSP,B-03,GRSP_B-03,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRSP,B-04,GRSP_B-04,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
GRSP,B-05,GRSP_B-05,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE ,161,HATE _161,Waratah2011,2.4,2.4,3-Sep-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,1,HATE_001,Basin2005,7,7,15-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HATE,2,HATE_002,Basin2005,7,7,3-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HATE,3,HATE_003,Basin2005,7,7,3-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HATE,4,HATE_004,Basin2005,7,7,3-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HATE,5,HATE_005,Basin2005,7,7,3-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HATE,6,HATE_006,Basin2005,7,7,3-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HATE,7,HATE_007,Basin2005,7,7,3-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HATE,102,HATE_102,Waratah2011,1.4,1.4,4-May-12,FALSE,FALSE,FALSE,FALSE,FALSE,
HATE,103,HATE_103,Waratah2011,1.4,1.4,4-May-12,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,104,HATE_104,Waratah2011,1.4,1.4,4-May-12,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,105,HATE_105,Waratah2011,1.4,1.4,4-May-12,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,106,HATE_106,Waratah2011,1.4,1.4,4-May-12,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,107,HATE_107,Waratah2011,1.4,1.4,4-May-12,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,108,HATE_108,Waratah2011,1.4,1.4,4-May-12,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,151,HATE_151,Waratah2011,2.4,2.4,14-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,152,HATE_152,Waratah2011,2.4,2.4,14-Jun-13,FALSE,FALSE,FALSE,FALSE,FALSE,
HATE,153,HATE_153,Waratah2011,2.4,2.4,14-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,154,HATE_154,Waratah2011,2.4,2.4,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,155,HATE_155,Waratah2011,2.4,2.4,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,156,HATE_156,Waratah2011,2.4,2.4,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,157,HATE_157,Waratah2011,2.4,2.4,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,302,HATE_302,Wilunga2012,1.4,1.35,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,304,HATE_304,Wilunga2012,1.4,1.35,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,305,HATE_305,Wilunga2012,1.4,1.35,3-Oct-13,FALSE,FALSE,FALSE,FALSE,FALSE,
HATE,306,HATE_306,Wilunga2012,1.4,1.35,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,307,HATE_307,Wilunga2012,1.4,1.35,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,308,HATE_308,Wilunga2012,1.4,1.35,18-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,310,HATE_310,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,311,HATE_311,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,312,HATE_312,Wilunga2012,1.4,1.35,27-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,401,HATE_401,Basin2007,5,5,20-Apr-12,FALSE,TRUE,FALSE,FALSE,TRUE,
HATE,402,HATE_402,Basin2007,5,5,20-Apr-12,FALSE,TRUE,FALSE,FALSE,TRUE,
HATE,403,HATE_403,Basin2007,5,5,20-Apr-12,FALSE,FALSE,FALSE,FALSE,TRUE,plant that didn't grow during the year and stunted to begin with
HATE,404,HATE_404,Basin2007,5,5,20-Apr-12,FALSE,TRUE,FALSE,FALSE,TRUE,
HATE,405,HATE_405,Basin2007,5,5,26-Apr-12,FALSE,TRUE,FALSE,FALSE,TRUE,
HATE,406,HATE_406,Basin2007,5,5,26-Apr-12,FALSE,TRUE,FALSE,FALSE,TRUE,
HATE,407,HATE_407,Basin2007,5,5,26-Apr-12,FALSE,TRUE,FALSE,FALSE,TRUE,
HATE,801,HATE_801,Waratah2003,9,9,17-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HATE,802,HATE_802,Waratah2003,9,9,17-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HATE,803,HATE_803,Waratah2003,9,9,17-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HATE,804,HATE_804,Waratah2003,9,9,17-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HATE,805,HATE_805,Waratah2003,9,9,17-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HATE,806,HATE_806,Waratah2003,9,9,17-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HATE,807,HATE_807,Waratah2003,9,9,17-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HATE,901,HATE_901,Basin1981,32,32,14-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HATE,902,HATE_902,Basin1981,32,32,14-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HATE,903,HATE_903,Basin1981,32,32,14-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HATE,904,HATE_904,Basin1981,32,32,14-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HATE,905,HATE_905,Basin1981,32,32,14-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HATE,906,HATE_906,Basin1981,32,32,14-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HATE,907,HATE_907,Basin1981,32,32,14-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HATE,B-01,HATE_B-01,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,B-02,HATE_B-02,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,B-03,HATE_B-03,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,B-04,HATE_B-04,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,B-05,HATE_B-05,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HATE,B-06,HATE_B-06,baby,0.1,0.1,28-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HEPU,1,HEPU_001,Basin2005,7,7,15-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HEPU,2,HEPU_002,Basin2005,7,7,15-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HEPU,3,HEPU_003,Basin2005,7,7,15-Mar-12,TRUE,FALSE,FALSE,FALSE,FALSE,
HEPU,4,HEPU_004,Basin2005,7,7,16-Mar-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HEPU,5,HEPU_005,Basin2005,7,7,16-Mar-12,,FALSE,FALSE,FALSE,FALSE,
HEPU,6,HEPU_006,Basin2005,7,7,1-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HEPU,7,HEPU_007,Basin2005,7,7,1-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HEPU,9,HEPU_009,Basin2005,7,7,29-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HEPU,106,HEPU_106,Waratah2011,1.4,1.4,4-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HEPU,107,HEPU_107,Waratah2011,1.4,1.4,4-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HEPU,108,HEPU_108,Waratah2011,1.4,1.4,15-Jun-12,FALSE,TRUE,TRUE,TRUE,TRUE,
HEPU,109,HEPU_109,Waratah2011,1.4,1.4,15-Jun-12,FALSE,TRUE,TRUE,TRUE,TRUE,
HEPU,110,HEPU_110,Waratah2011,1.4,1.4,15-Jun-12,FALSE,TRUE,TRUE,TRUE,TRUE,
HEPU,111,HEPU_111,Waratah2011,1.4,1.4,15-Jun-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HEPU,112,HEPU_112,Waratah2011,1.4,1.4,15-Jun-12,FALSE,TRUE,TRUE,TRUE,TRUE,
HEPU,113,HEPU_113,Waratah2011,1.4,1.4,2-Nov-12,FALSE,TRUE,TRUE,TRUE,TRUE,
HEPU,151,HEPU_151,Waratah2011,2.4,2.4,13-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
HEPU,152,HEPU_152,Waratah2011,2.4,2.4,13-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
HEPU,153,HEPU_153,Waratah2011,2.4,2.4,13-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HEPU,154,HEPU_154,Waratah2011,2.4,2.4,13-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
HEPU,155,HEPU_155,Waratah2011,2.4,2.4,14-Jun-13,FALSE,TRUE,TRUE,TRUE,TRUE,
HEPU,156,HEPU_156,Waratah2011,2.4,2.4,14-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
HEPU,157,HEPU_157,Waratah2011,2.4,2.4,14-Jun-13,TRUE,TRUE,TRUE,TRUE,TRUE,
HEPU,201,HEPU_201,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
HEPU,202,HEPU_202,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
HEPU,203,HEPU_203,Bobbin2010,3,3,10-May-12,NA,FALSE,FALSE,FALSE,TRUE,
HEPU,205,HEPU_205,Bobbin2010,3,3,25-May-12,NA,FALSE,FALSE,FALSE,TRUE,
HEPU,206,HEPU_206,Bobbin2010,3,3,25-May-12,NA,FALSE,FALSE,FALSE,TRUE,
HEPU,207,HEPU_207,Bobbin2010,3,3,25-May-12,NA,FALSE,FALSE,FALSE,TRUE,
HEPU,402,HEPU_402,Basin2007,5,5,20-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
HEPU,403,HEPU_403,Basin2007,5,5,20-Apr-12,TRUE,FALSE,FALSE,FALSE,TRUE,
HEPU,404,HEPU_404,Basin2007,5,5,26-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
HEPU,405,HEPU_405,Basin2007,5,5,26-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
HEPU,406,HEPU_406,Basin2007,5,5,26-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
HEPU,407,HEPU_407,Basin2007,5,5,27-Apr-12,TRUE,TRUE,FALSE,FALSE,TRUE,
HEPU,408,HEPU_408,Basin2007,5,5,1-Jun-12,TRUE,TRUE,FALSE,FALSE,TRUE,
HEPU,801,HEPU_801,Waratah2003,9,9,11-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HEPU,802,HEPU_802,Waratah2003,9,9,11-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HEPU,803,HEPU_803,Waratah2003,9,9,11-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HEPU,804,HEPU_804,Waratah2003,9,9,11-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HEPU,805,HEPU_805,Waratah2003,9,9,15-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
HEPU,806,HEPU_806,Waratah2003,9,9,15-May-12,TRUE,TRUE,TRUE,TRUE,TRUE,
