species,replicate,individual,site,age,age_exact,date,start_end,census,interval,year,year_div,segment,node_below,node_above,stem_weight,leaf_weight,root_weight,diameter_1,diameter_2,diameter_3,total_stem_weight,total_leaf_weight,total_plant_weight,height,notes
xx,115,COER_115,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,2,1,2,89.1,326.8,,1.11,,,89.1,326.8,415.9,,"bag says COER, but different species"
COER,152,COER_152,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,1,0,1,,,,1.81,1.72,1.83,,,,146,
COER,152,COER_152,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,1,0,1,1266.1,354.3,,4.47,4.55,4.6,,,,760,
COER,152,COER_152,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,2,1,2,1211.6,713.4,,3.34,3.51,,,,,,
COER,152,COER_152,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,3,2,3,1183.6,1028.1,,2.71,2.74,,,,,,
COER,153,COER_153,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,1,0,1,,,,0.96,1.07,1,,,,30,
COER,153,COER_153,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,1,0,1,48.9,77.5,,1.93,2.04,1.88,,,,137,
COER,153,COER_153,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,2,1,2,20.9,56.9,,1.18,1.15,,,,,,
COER,153,COER_153,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,3,2,3,45.4,182.6,,1.02,,,,,,,
COER,154,COER_154,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,1,0,1,,,,0.98,0.89,1.11,,,,37,
COER,154,COER_154,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,1,0,1,59.7,77,,1.83,1.9,1.75,,,,162,
COER,154,COER_154,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,2,1,2,27.1,72.6,,1.25,1.56,,,,,,
COER,154,COER_154,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,3,2,3,61,216.6,,0.89,0.92,,,,,,
COER,156,COER_156,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,1,0,1,,,,1.4,1.27,1.29,,,,138,
COER,156,COER_156,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,1,0,1,422.1,274.4,,2.16,2.16,2.56,,,,332,
COER,156,COER_156,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,2,1,2,171.7,307.3,,1.6,,,,,,,
COER,156,COER_156,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,3,2,3,64.5,160.3,,1.09,,,,,,,
COER,157,COER_157,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,1,0,1,,,,1.42,1.46,1.56,,,,135,
COER,157,COER_157,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,1,0,1,351.8,304.3,,2.26,2.43,2.26,,,,315,
COER,157,COER_157,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,2,1,2,50,32,,1.65,,,,,,,
COER,157,COER_157,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,3,2,3,169.8,387.5,,1.52,,,,,,,
COER,158,COER_158,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,1,0,1,,,,1.24,1.14,1.25,,,,83,
COER,158,COER_158,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,1,0,1,171.9,106.7,,1.98,2.01,1.97,,,,307,
COER,158,COER_158,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,2,1,2,54.2,93.5,,1.54,,,,,,,
COER,158,COER_158,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,3,2,3,174.7,277,,1.33,,,,,,,
COER,159,COER_159,Waratah2011,2.4,2.4,14-Jun-13,start,19,1,2013,2013,1,0,1,,,,1.01,0.93,0.86,,,,70,
COER,159,COER_159,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,1,0,1,110.8,123.1,,1.71,1.56,1.68,,,,265,
COER,159,COER_159,Waratah2011,2.4,2.4,31-Jul-14,end,30,,2014,2014,2,1,2,139.3,272.5,,1.23,1.22,,,,,,
COER,159b,COER_159b,Waratah2011,2.4,2.4,18-Jun-13,start,19,,2013,2013,1,0,1,,,,1.11,1.1,1.15,,,,135,
COER,159b,COER_159b,Waratah2011,2.4,2.4,30-Jul-14,end,30,,2014,2014,1,0,1,224.3,148.4,,1.6,1.66,,,,,218,
COER,159b,COER_159b,Waratah2011,2.4,2.4,30-Jul-14,end,30,,2014,2014,2,1,2,55.2,142.5,,1.05,,,,,,,
COER,160,COER_160,Waratah2011,1.4,1.4,21-Jan-14,start,25,,2013,2013,1,0,1,79.3,227.4,,1.21,1.29,,,,,135,130 mm lvs
COER,302,COER_302,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,0.89,0.92,,,,,9,
COER,303,COER_303,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,1.25,1.25,,,,,30,
COER,304,COER_304,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,1,,,,,,12,
COER,305,COER_305,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,,,,,3,
COER,306,COER_306,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,0.61,,,,,,8,
COER,307,COER_307,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,0.59,,,,,,15,
COER,308,COER_308,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,,,,,3,
COER,309,COER_309,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,0.79,,,,,,16,
COER,309,COER_309,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,0.84,0.96,,,,,23,
COER,321,COER_321,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,,,,,8,
COER,321,COER_321,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,1.08,,,,,,12,
COER,321,COER_321,Wilunga2012,1.4,1.35,3-Sep-13,start,20,0.1,2013,2013,1,0,1,,,,0.72,,,,,,8,
COER,321,COER_321,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,1,0,1,7.5,28.9,,0.87,1.15,1.1,,,,56,
COER,321,COER_321,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,2,1,2,18.2,113.2,,0.81,,,,,,,
COER,322,COER_322,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,,,,,8,
COER,322,COER_322,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,1.13,,,,,,15,
COER,322,COER_322,Wilunga2012,1.4,1.35,3-Sep-13,start,20,0.1,2013,2013,1,0,1,,,,0.6,,,,,,8,
COER,322,COER_322,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,1,0,1,6.8,18.2,,0.9,0.85,0.91,,,,63,
COER,322,COER_322,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,2,1,2,19.2,92.7,,0.6,,,,,,,
COER,324,COER_324,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,,,,,8,
COER,324,COER_324,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,1.17,,,,,,27,
COER,324,COER_324,Wilunga2012,1.4,1.35,3-Sep-13,start,20,0.1,2013,2013,1,0,1,,,,0.7,,,,,,6,
COER,324,COER_324,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,1,0,1,10.1,36.4,,1.32,1.25,1.3,,,,74,
COER,324,COER_324,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,2,1,2,34.9,174.4,,0.91,,,,,,,
COER,325,COER_325,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,1.14,,,,,,27,
COER,326,COER_326,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,1.3,,,,,,23,
COER,327,COER_327,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,0.79,,,,,,16,
COER,327,COER_327,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,1.18,,,,,,23,
COER,327,COER_327,Wilunga2012,1.4,1.35,3-Sep-13,start,20,0.1,2013,2013,1,0,1,,,,0.82,,,,,,13,
COER,327,COER_327,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,1,0,1,15.6,33.2,,0.93,1.05,1.03,,,,42,
COER,327,COER_327,Wilunga2012,1.4,1.35,6-Aug-14,end,30,,2014,2014,2,1,2,16.4,59.4,,0.73,,,,,,,
COER,328,COER_328,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,,,,,20,
COER,401,COER_401,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,1,0,1,,,,2.3,2.16,2.2,,,,260,
COER,401,COER_401,Basin2007,5,5,7-May-13,end,17,,2013,2013,1,0,1,560.8,322.1,,3.5,3.4,3.54,794.5,796.9,1591.4,345,
COER,401,COER_401,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,2,1,2,,,,1.27,,,,,,,
COER,401,COER_401,Basin2007,5,5,7-May-13,end,17,,2013,2013,2,1,2,173.2,297.9,,1.92,1.79,1.8,233.7,474.8,708.5,,
COER,401,COER_401,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,3,2,3,,,,,,,,,,,
COER,401,COER_401,Basin2007,5,5,7-May-13,end,17,,2013,2013,3,2,3,60.5,176.9,,1.2,,,60.5,176.9,237.4,,
COER,402,COER_402,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,1,0,1,,,,1.77,1.78,1.82,,,,164,
COER,402,COER_402,Basin2007,5,5,7-May-13,end,17,,2013,2013,1,0,1,251,45.1,,2.78,2.85,2.73,422.3,490.2,912.5,240,
COER,402,COER_402,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,2,1,2,,,,1.02,,,,,,,
COER,402,COER_402,Basin2007,5,5,7-May-13,end,17,,2013,2013,2,1,2,122,245.3,,2.08,,,171.3,445.1,616.4,,
COER,402,COER_402,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,3,2,3,,,,,,,,,,,
COER,402,COER_402,Basin2007,5,5,7-May-13,end,17,,2013,2013,3,2,3,49.3,199.8,,1.2,,,49.3,199.8,249.1,,
COER,403,COER_403,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,1,0,1,,,,2.33,2.25,2.28,,,,220,
COER,403,COER_403,Basin2007,5,5,7-May-13,end,17,,2013,2013,1,0,1,424.7,186.3,,3.08,3,2.87,683.8,539.6,1223.4,350,
COER,403,COER_403,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,2,1,2,,,,1.06,,,,,,,
COER,403,COER_403,Basin2007,5,5,7-May-13,end,17,,2013,2013,2,1,2,172.1,185,,1.73,,,259.1,353.3,612.4,,
COER,403,COER_403,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,3,2,3,,,,,,,,,,,
COER,403,COER_403,Basin2007,5,5,7-May-13,end,17,,2013,2013,3,2,3,87,168.3,,1.42,,,87,168.3,255.3,,
COER,404,COER_404,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,1,0,1,,,,1.44,1.42,1.53,,,,235,
COER,404,COER_404,Basin2007,5,5,7-May-13,end,17,,2013,2013,1,0,1,290.7,99.4,,2.43,2.37,2.26,459.3,380.6,839.9,284,
COER,404,COER_404,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,2,1,2,,,,1.28,,,,,,,
COER,404,COER_404,Basin2007,5,5,7-May-13,end,17,,2013,2013,2,1,2,152.3,214.2,,1.55,,,168.6,281.2,449.8,,
COER,404,COER_404,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,3,2,3,,,,,,,,,,,
COER,404,COER_404,Basin2007,5,5,7-May-13,end,17,,2013,2013,3,2,3,16.3,67,,0.76,,,16.3,67,83.3,,
COER,405,COER_405,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,1,0,1,,,,2.17,2.05,2.09,,,,272,
COER,405,COER_405,Basin2007,5,5,7-May-13,end,17,,2013,2013,1,0,1,304.5,120.3,,2.53,2.4,2.5,638,629,1267,336,
COER,405,COER_405,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,2,1,2,,,,1.61,,,,,,,
COER,405,COER_405,Basin2007,5,5,7-May-13,end,17,,2013,2013,2,1,2,306.8,429.3,,2.04,,,333.5,508.7,842.2,,
COER,405,COER_405,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,3,2,3,,,,,,,,,,,
COER,405,COER_405,Basin2007,5,5,7-May-13,end,17,,2013,2013,3,2,3,26.7,79.4,,0.99,,,26.7,79.4,106.1,,
COER,406,COER_406,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,1,0,1,,,,2.11,2.01,2.03,,,,265,
COER,406,COER_406,Basin2007,5,5,7-May-13,end,17,,2013,2013,1,0,1,385.3,103.8,,2.68,2.56,2.68,602.1,603.1,1205.2,303,
COER,406,COER_406,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,2,1,2,,,,1.14,,,,,,,
COER,406,COER_406,Basin2007,5,5,7-May-13,end,17,,2013,2013,2,1,2,180.3,350.1,,1.68,,,216.8,499.3,716.1,,
COER,406,COER_406,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,3,2,3,,,,,,,,,,,
COER,406,COER_406,Basin2007,5,5,7-May-13,end,17,,2013,2013,3,2,3,36.5,149.2,,1.32,,,36.5,149.2,185.7,,
COER,407,COER_407,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,1,0,1,,,,2.33,2.27,2.23,,,,385,
COER,407,COER_407,Basin2007,5,5,7-May-13,end,17,,2013,2013,1,0,1,658.1,223.5,,3.28,3.44,3.42,888.5,582.4,1470.9,410,
COER,407,COER_407,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,2,1,2,,,,1.51,,,,,,,
COER,407,COER_407,Basin2007,5,5,7-May-13,end,17,,2013,2013,2,1,2,210.1,309.3,,1.98,,,230.4,358.9,589.3,,
COER,407,COER_407,Basin2007,5,5,27-Apr-12,start,2,1,2012,2012,3,2,3,,,,,,,,,,,
COER,407,COER_407,Basin2007,5,5,7-May-13,end,17,,2013,2013,3,2,3,20.3,49.6,,0.82,,,20.3,49.6,69.9,,
COER,801,COER_801,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,1,0,1,,,,5.11,4.99,4.93,,,,910,
COER,801,COER_801,Waratah2003,9,9,21-May-13,end,17,,2013,2013,1,0,1,6160,95.6,,5.8,5.4,5.9,7633.2,933.8,8567,970,
COER,801,COER_801,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,2,1,2,,,,2.46,,,,,,,
COER,801,COER_801,Waratah2003,9,9,21-May-13,end,17,,2013,2013,2,1,2,1200.4,514.9,,2.84,,,1473.2,838.2,2311.4,,
COER,801,COER_801,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,3,2,3,,,,1.36,,,,,,,
COER,801,COER_801,Waratah2003,9,9,21-May-13,end,17,,2013,2013,3,2,3,216.6,165.2,,1.97,,,272.8,323.3,596.1,,
COER,801,COER_801,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,4,3,4,,,,,,,,,,,
COER,801,COER_801,Waratah2003,9,9,21-May-13,end,17,,2013,2013,4,3,4,56.2,158.1,,1.31,,,56.2,158.1,214.3,,
COER,801,COER_801,Waratah2003,9,9,21-May-13,end,17,,2013,2013,shed,,,23.3,,,,,,,,,,
COER,802,COER_802,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,1,0,1,,,,3.97,3.93,3.78,,,,520,
COER,802,COER_802,Waratah2003,9,9,23-May-13,end,17,,2013,2013,1,0,1,2300.5,107.3,,4.42,4.18,4.56,2514.3,313.7,2828,585,
COER,802,COER_802,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,2,1,2,,,,1.46,,,,,,,
COER,802,COER_802,Waratah2003,9,9,23-May-13,end,17,,2013,2013,2,1,2,153.3,78.6,,1.81,,,213.8,206.4,420.2,,
COER,802,COER_802,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,3,2,3,,,,,,,,,,,
COER,802,COER_802,Waratah2003,9,9,23-May-13,end,17,,2013,2013,3,2,3,60.5,127.8,,1.09,,,60.5,127.8,188.3,,
COER,803,COER_803,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,1,0,1,,,,5.1,5.12,5.01,,,,783,
COER,803,COER_803,Waratah2003,9,9,23-May-13,end,17,,2013,2013,1,0,1,4970,440.9,,5.71,5.98,5.73,6069,1278,7347,775,
COER,803,COER_803,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,2,1,2,,,,2.26,,,,,,,
COER,803,COER_803,Waratah2003,9,9,23-May-13,end,17,,2013,2013,2,1,2,866,327.7,,2.67,,,1099,837.1,1936.1,,
COER,803,COER_803,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,3,2,3,,,,1.56,,,,,,,
COER,803,COER_803,Waratah2003,9,9,23-May-13,end,17,,2013,2013,3,2,3,193.5,346.5,,1.73,,,233,509.4,742.4,,
COER,803,COER_803,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,4,3,4,,,,,,,,,,,
COER,803,COER_803,Waratah2003,9,9,23-May-13,end,17,,2013,2013,4,3,4,39.5,162.9,,1.08,,,39.5,162.9,202.4,,
COER,803,COER_803,Waratah2003,9,9,23-May-13,end,17,,2013,2013,shed,,,50.5,,,,,,,,,,
COER,804,COER_804,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,1,0,1,,,,5.88,5.73,5.64,,,,990,
COER,804,COER_804,Waratah2003,9,9,23-May-13,end,17,,2013,2013,1,0,1,7470,315.6,,7.4,7.81,4.65,12772.9,1094.1,13867,1000,
COER,804,COER_804,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,2,1,2,,,,3.97,,,,,,,
COER,804,COER_804,Waratah2003,9,9,23-May-13,end,17,,2013,2013,2,1,2,4740,417.7,,4.57,,,5302.9,778.5,6081.4,,
COER,804,COER_804,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,3,2,3,,,,1.99,,,,,,,
COER,804,COER_804,Waratah2003,9,9,23-May-13,end,17,,2013,2013,3,2,3,538.6,272.1,,2.1,,,562.9,360.8,923.7,,
COER,804,COER_804,Waratah2003,9,9,11-May-12,start,2,1,2012,2012,4,3,4,,,,,,,,,,,
COER,804,COER_804,Waratah2003,9,9,23-May-13,end,17,,2013,2013,4,3,4,24.3,88.7,,0.93,,,24.3,88.7,113,,
COER,804,COER_804,Waratah2003,9,9,23-May-13,end,17,,2013,2013,shed,,,143.9,,,,,,,,,,
COER,805,COER_805,Waratah2003,9,9,15-Jun-12,start,3,,2012,2012,1,0,1,,,,,,,,,,,
COER,805,COER_805,Waratah2003,9,9,16-May-13,end,17,,2013,2013,1,0,1,10080,64.6,,,,,,,,1045,
COER,806,COER_806,Waratah2003,9,9,17-May-12,start,2,1,2012,2012,1,0,1,,,,6.21,6.15,6.14,,,,930,
COER,806,COER_806,Waratah2003,9,9,17-May-13,end,17,,2013,2013,1,0,1,5040,361.9,,6.55,6.4,6.38,10370.7,1466.8,11837.5,990,
COER,806,COER_806,Waratah2003,9,9,17-May-12,start,2,1,2012,2012,2,1,2,,,,3.85,,,,,,,
COER,806,COER_806,Waratah2003,9,9,17-May-13,end,17,,2013,2013,2,1,2,5000,625.1,,4.17,,,5330.7,1104.9,6435.6,,
COER,806,COER_806,Waratah2003,9,9,17-May-12,start,2,1,2012,2012,3,2,3,,,,1.66,,,,,,,
COER,806,COER_806,Waratah2003,9,9,17-May-13,end,17,,2013,2013,3,2,3,304.5,396.1,,1.77,,,330.7,479.8,810.5,,
COER,806,COER_806,Waratah2003,9,9,17-May-12,start,2,1,2012,2012,4,3,4,,,,,,,,,,,
COER,806,COER_806,Waratah2003,9,9,17-May-13,end,17,,2013,2013,4,3,4,26.2,83.7,,1.23,,,26.2,83.7,109.9,,
COER,807,COER_807,Waratah2003,9,9,17-May-12,start,2,1,2012,2012,1,0,1,,,,5.84,5.71,5.74,,,,1000,
COER,807,COER_807,Waratah2003,9,9,17-May-13,end,17,,2013,2013,1,0,1,8910,599.8,,6,5.91,5.85,9962.7,1385.4,11348.1,940,
COER,807,COER_807,Waratah2003,9,9,17-May-12,start,2,1,2012,2012,2,1,2,,,,2.53,,,,,,,
COER,807,COER_807,Waratah2003,9,9,17-May-13,end,17,,2013,2013,2,1,2,935.7,527,,3.12,,,1052.7,785.6,1838.3,,
COER,807,COER_807,Waratah2003,9,9,17-May-12,start,2,1,2012,2012,3,2,3,,,,,,,,,,,
COER,807,COER_807,Waratah2003,9,9,17-May-13,end,17,,2013,2013,3,2,3,117,258.6,,1.43,,,117,258.6,375.6,,
COER,807,COER_807,Waratah2003,9,9,17-May-13,end,17,,2013,2013,shed,,,192.9,,,,,,,,,,
COER,B-01,COER_B-01,baby,0.1,0.1,22-Jan-14,start,25,,2013,2013,1,0,1,3.1,29.1,,0.77,,,3.1,29.1,32.2,16,see env
COER,B-02,COER_B-02,baby,0.1,0.1,22-Jan-14,start,25,,2013,2013,1,0,1,7.3,36.4,,0.86,,,7.3,36.4,43.7,39,22 lvs
COER,B-03,COER_B-03,baby,0.1,0.1,22-Jan-14,start,25,,2013,2013,1,0,1,1,3.3,,0.91,0.92,,1,3.3,4.3,16,
COER,B-04,COER_B-04,baby,0.1,0.1,22-Jan-14,start,25,,2013,2013,1,0,1,3.2,30.8,,0.93,0.86,,3.2,30.8,34,15,
COER,B-05,COER_B-05,baby,0.1,0.1,27-Jan-14,start,25,,2013,2013,1,0,1,11.1,75.2,,1.19,1.25,,11.1,75.2,86.3,27,full length with lvs
COER,B-06,COER_B-06,baby,0.1,0.1,27-Jan-14,start,25,,2013,2013,1,0,1,22.4,104,,1.21,1.23,,22.4,104,126.4,52,recently dead
EPMI,1,EPMI_001,Basin2005,7,7,24-May-12,start,2,1,2012,2012,1,0,1,,,,1.04,0.94,0.98,,,,208,
EPMI,1,EPMI_001,Basin2005,7,7,14-May-13,end,17,,2013,2013,1,0,1,63.6,0,,1.29,1.4,1.32,158.7,136.6,295.3,245,
EPMI,1,EPMI_001,Basin2005,7,7,24-May-12,start,2,1,2012,2012,2,1,2,,,,0.89,,,,,,,
EPMI,1,EPMI_001,Basin2005,7,7,14-May-13,end,17,,2013,2013,2,1,2,83.2,112.4,,1.1,,,95.1,136.6,231.7,,
EPMI,1,EPMI_001,Basin2005,7,7,24-May-12,start,2,1,2012,2012,3,2,3,,,,,,,,,,,
EPMI,1,EPMI_001,Basin2005,7,7,14-May-13,end,17,,2013,2013,3,2,3,11.9,24.2,,0.72,,,11.9,24.2,36.1,,
EPMI,2,EPMI_002,Basin2005,7,7,24-May-12,start,2,1,2012,2012,1,0,1,,,,1.08,1.14,1.09,,,,208,
EPMI,2,EPMI_002,Basin2005,7,7,9-May-13,end,17,,2013,2013,1,0,1,98.7,34.8,,1.35,1.34,1.38,148.9,137.5,286.4,260,
EPMI,2,EPMI_002,Basin2005,7,7,24-May-12,start,2,1,2012,2012,2,1,2,,,,0.82,,,,,,,
EPMI,2,EPMI_002,Basin2005,7,7,9-May-13,end,17,,2013,2013,2,1,2,33.1,65.6,,0.86,1.033333333,,50.2,102.7,152.9,,measured dry diameter and increased by 10%
EPMI,2,EPMI_002,Basin2005,7,7,24-May-12,start,2,1,2012,2012,3,2,3,,,,,,,,,,,
EPMI,2,EPMI_002,Basin2005,7,7,9-May-13,end,17,,2013,2013,3,2,3,17.1,37.1,,0.85,,,17.1,37.1,54.2,,
EPMI,3,EPMI_003,Basin2005,7,7,24-May-12,start,2,1,2012,2012,1,0,1,,,,1.9,1.84,1.79,,,,406,
EPMI,3,EPMI_003,Basin2005,7,7,9-May-13,end,17,,2013,2013,1,0,1,442.1,95.2,,2.07,2.08,2.17,784.7,416.3,1201,493,
EPMI,3,EPMI_003,Basin2005,7,7,24-May-12,start,2,1,2012,2012,2,1,2,,,,1.36,,,,,,,
EPMI,3,EPMI_003,Basin2005,7,7,9-May-13,end,17,,2013,2013,2,1,2,197,139.2,,1.71,,,342.6,321.1,663.7,,
EPMI,3,EPMI_003,Basin2005,7,7,24-May-12,start,2,1,2012,2012,3,2,3,,,,1.13,,,,,,,
EPMI,3,EPMI_003,Basin2005,7,7,9-May-13,end,17,,2013,2013,3,2,3,104.4,118.5,,1.27,,,145.6,181.9,327.5,,
EPMI,3,EPMI_003,Basin2005,7,7,24-May-12,start,2,1,2012,2012,4,3,4,,,,,,,,,,,
EPMI,3,EPMI_003,Basin2005,7,7,9-May-13,end,17,,2013,2013,4,3,4,41.2,63.4,,0.77,,,41.2,63.4,104.6,,
EPMI,4,EPMI_004,Basin2005,7,7,24-May-12,start,2,1,2012,2012,1,0,1,,,,2.03,1.96,2.05,,,,340,
EPMI,4,EPMI_004,Basin2005,7,7,9-May-13,end,17,,2013,2013,1,0,1,1023.9,305.4,,2.43,2.49,2.48,1153.8,449.8,1603.6,410,
EPMI,4,EPMI_004,Basin2005,7,7,24-May-12,start,2,1,2012,2012,2,1,2,,,,1.24,,,,,,,
EPMI,4,EPMI_004,Basin2005,7,7,9-May-13,end,17,,2013,2013,2,1,2,114.5,112.5,,1.22,,,129.9,144.4,274.3,,"initial diameter about 3 mm bigger than expected, but same measurements on dry stem"
EPMI,4,EPMI_004,Basin2005,7,7,24-May-12,start,2,1,2012,2012,3,2,3,,,,,,,,,,,
EPMI,4,EPMI_004,Basin2005,7,7,9-May-13,end,17,,2013,2013,3,2,3,15.4,31.9,,0.83,,,15.4,31.9,47.3,,
EPMI,4,EPMI_004,Basin2005,7,7,9-May-13,end,17,,2013,2013,shed,,,7.1,,,,,,,,,,
EPMI,5,EPMI_005,Basin2005,7,7,24-May-12,start,2,1,2012,2012,1,0,1,,,,1.69,1.64,1.68,,,,447,
EPMI,5,EPMI_005,Basin2005,7,7,14-May-13,end,17,,2013,2013,1,0,1,609.2,31.2,,2.2,2.2,2.15,883.9,378.4,1262.3,490,
EPMI,5,EPMI_005,Basin2005,7,7,24-May-12,start,2,1,2012,2012,2,1,2,,,,1.59,,,,,,,
EPMI,5,EPMI_005,Basin2005,7,7,14-May-13,end,17,,2013,2013,2,1,2,243.3,287.9,,1.7,,,274.7,347.2,621.9,,
EPMI,5,EPMI_005,Basin2005,7,7,24-May-12,start,2,1,2012,2012,3,2,3,,,,,,,,,,,
EPMI,5,EPMI_005,Basin2005,7,7,14-May-13,end,17,,2013,2013,3,2,3,31.4,59.3,,0.88,,,31.4,59.3,90.7,,
EPMI,6,EPMI_006,Basin2005,7,7,24-May-12,start,2,1,2012,2012,1,0,1,,,,1.5,1.54,1.51,,,,395,
EPMI,6,EPMI_006,Basin2005,7,7,14-May-13,end,17,,2013,2013,1,0,1,544,76.7,,2.1,2.11,2.2,712.7,296.3,1009,460,
EPMI,6,EPMI_006,Basin2005,7,7,24-May-12,start,2,1,2012,2012,2,1,2,,,,1.15,,,,,,,
