"site","species","individual","start_end","age","aborted_ovule_count","accessory_costs","accessory_costs_using_seedweight","accessory_inv","all_leaf_and_repro_inv","all_leaf_inv","choosiness","cone_count","count_per_length","diameter","diameter_0","discarded_costs","discarded_inv","embryo_endo_costs","embryo_endo_inv","embryo_endo_size","flower_inv","fruit_costs","fruit_inv","gross_inv","growth_height","growth_inv","growth_leaf","growth_leaf_area","growth_leaf_neg","growth_leaf_pos","growth_leaf_prop_no_accessory","growth_shoot_length","growth_stem","growth_stem_area","growth_stem_diameter","height","height_0","inflorescence_count","leaf_area","leaf_area_0","leaf_inv_gross","leaf_replacement","leaf_repro_inv","leaf_shed","leaf_size","leaf_weight","leaf_weight_0","lifespan","LMA","lvs_end","lvs_end_count","lvs_end_length","mature","maturity","ovule_count","ovule_per_ovary","pack_disp_success_inv","packaging_dispersal_costs","packaging_dispersal_costs_temp","pollen_attract_costs","pollen_set","postpollen_aborted_costs","postpollen_aborted_count","postpollen_aborted_inv","postpollen_all_costs","postpollen_all_inv","postpollen_count","postpollen_temp_inv","prepollen_all_costs","prepollen_all_inv","prepollen_costs_from_pack_disp_tissues","prepollen_costs_from_seed_tissues","prepollen_count","prepollen_count_aborted_preflowering","prepollen_count_reach_flowering","prepollen_discarded_costs","prepollen_discarded_inv","prepollen_inv_aborted_preflowering","prepollen_inv_from_aborted_dispersal","prepollen_inv_from_pack_disp_tissues","prepollen_partial_costs","prepollen_success_inv","prepollen_temp_inv","prop_accessory_vs_embryo_endo","prop_accessory_vs_propagule","prop_discarded_vs_all_repro","prop_embryo_endo_vs_all_repro","prop_embryo_endo_vs_success","prop_endo","prop_leaf_expand","prop_leaf_loss","prop_leaf_replacement","prop_pack_disp_vs_all_repro","prop_pack_disp_vs_success","prop_pollen_attract_vs_all_repro","prop_pollen_attract_vs_success","prop_postpollen_all_vs_all_repro","prop_postpollen_discarded","prop_postpollen_discarded_vs_all_repro","prop_postpollen_success","prop_prepollen_all_vs_all_repro","prop_prepollen_discarded","prop_prepollen_discarded_vs_all_repro","prop_prepollen_success","prop_propagule_vs_all_repro","prop_provisioning_vs_success","prop_repro","prop_success","prop_surplus","propagule_costs","propagule_costs_temp","propagule_inv","provisioning_costs","RA","RA_max_1","replace_leaf_prop_no_accessory","repro_and_leaf_growth_prop_surplus","repro_costs","repro_inv","repro_prop_all_leaf","reproducing","scaled_ovule_count","scaled_pollen_attract_costs","scaled_provisioning_costs","scaled_reach_flowering_count","scaled_repro_inv","scaled_seed_count","seed_coat_costs","seed_count","seed_prop_all","seed_prop_all_acc","seed_prop_surplus","seed_prop_veg","seed_size","seed_size_source","seedset","shoot_leaf_count","shoot_leaf_count_new","shoot_leaf_count_new_and_shed_count","shoot_leaf_count_start","shoot_length_start","stem_area","stem_weight","stem_weight_0","stop_at_flower_count","success_costs","success_inv","surplus_inv","total_inv","total_weight","total_weight_0","wood_density","zygote_set"
"Basin2005","HATE","HATE_007","end",7,172,0,0,1464.88839399918,9835.04600663902,8370.15761263984,0,0,0.193845202264911,9.48666666666667,7.92333333333333,0,1464.88839399918,0,0,8.176,0,0,0,17555.8349601745,35,11174.6089241605,3453.81997062506,66.2921299544157,0,3453.81997062506,0.214643679066421,85,7720.78895353546,21.3766792320252,1.56333333333333,830,795,0,331.907869481766,265.61573952735,8370.15761263984,4916.33764201478,4918.70836462424,4916.33764201478,0.72575015625,17292.4,13838.5800293749,40,0.0521,49,49,0,TRUE,7,172,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1464.88839399918,0,0,172,50,122,0,1464.88839399918,102.887700534759,0,0,0,0,1464.88839399918,1,1,1,0,0,0.811,0.280175131275861,0.355263157894737,0.560215223539631,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0.083441681772601,0,0.500120524225705,0,0,0,0,0.11589767829568,0.297819729369357,0.520178075181401,0.500120524225705,0,1464.88839399918,0.14894575917696,TRUE,0.647551987341056,0,0,0.459310130555866,5.51506622538964,0,0,0,0,0,0,0,0,"Wenk",0,65,16,0,76,155,70.6833563382325,17990.6,10269.8110464645,122,0,0,4918.70836462424,12639.4973181597,35283,24108.3910758395,0.574285714285714,0
"Waratah2011","HATE","HATE_103","end",1.4,0,0,0,0,13415.2066319189,13415.2066319189,0,0,0.193845202264911,7.78,2.96,0,0,0,0,8.176,0,0,0,20957.1159497078,275,20957.1159497078,13415.2066319189,332.883539253572,0,13415.2066319189,0.640126564366601,319,7541.90931778884,40.657549644963,4.82,490,215,0,438.977667493796,106.094128240225,13415.2066319189,0,13415.2066319189,0,1.28872845588235,17690.8,4275.59336808105,40,0.0403,20,20,0,FALSE,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.811,0.640126564366601,0,0.640126564366601,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.640126564366601,1,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,60,40,0,20,215,47.5388941933861,7853.5,311.590682211159,0,0,0,13415.2066319189,20957.1159497078,25544.3,4587.18405029221,0.574285714285714,0
"Waratah2011","HATE","HATE_104","end",1.4,0,0,0,0,3465.06502876619,3465.06502876619,0,0,0.193845202264911,4.54,1.98,0,0,0,0,8.176,0,0,0,4835.59119386246,279,4606.40977350994,3235.88360841367,80.2948786206866,0,3235.88360841367,0.669180556975286,449,1370.52616509627,13.1092378248995,2.56,420,141,0,105.885856079404,25.5909774587179,3465.06502876619,229.181420352518,3235.88360841367,229.181420352518,1.28872845588235,4267.2,1031.31639158633,40,0.0403,21,21,0,FALSE,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.811,0.669180556975286,0.222222222222222,0.716575262434136,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.933859417225967,0,0,0,0,0,0,0.716575262434136,0.933859417225967,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,147,126,0,27,141,16.1883127846828,1450.3,79.7738349037279,0,0,0,3235.88360841367,4606.40977350994,5717.5,1111.09022649006,0.574285714285714,0
"Waratah2011","HATE","HATE_105","end",1.4,0,0,0,0,NA,NA,0,0,NA,5.12,2.56,0,0,0,0,8.176,0,0,0,NA,505,6340.94575307378,4278.18816872596,106.158515353001,0,4278.18816872596,NA,NA,2062.75758434782,15.4415562109246,2.56,660,155,0,139.992555831265,33.8340404782641,NA,NA,4278.18816872596,NA,1.28872845588235,5641.7,1363.51183127404,40,0.0403,NA,NA,NA,FALSE,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.811,NA,NA,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,1,NA,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,NA,NA,NA,NA,NA,20.5887416145661,2271.7,208.94241565218,0,0,0,4278.18816872596,6340.94575307378,7913.4,1572.45424692622,0.574285714285714,0
"Waratah2011","HATE","HATE_106","end",1.4,0,0,0,0,3764.50259297689,3764.50259297689,0,0,0.193845202264911,3.85333333333333,1.83,0,0,0,0,8.176,0,0,0,5283.45840372354,335,5093.57892231892,3574.62311157227,88.7003253491878,0,3574.62311157227,0.676568799908227,410,1518.95581074665,9.03151164706376,2.02333333333333,460,125,0,116.970223325062,28.2698979758742,3764.50259297689,189.879481404622,3574.62311157227,189.879481404622,1.28872845588235,4713.9,1139.27688842773,40,0.0403,15,15,0,FALSE,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.811,0.676568799908227,0.166666666666667,0.712507283169646,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.949560539084536,0,0,0,0,0,0,0.712507283169646,0.949560539084536,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,59,44,0,18,125,11.6617315564655,1637.5,118.544189253354,0,0,0,3574.62311157227,5093.57892231892,6351.4,1257.82107768108,0.574285714285714,0
"Waratah2011","HATE","HATE_107","end",1.4,0,0,0,0,2068.4189059595,2068.4189059595,0,0,0.193845202264911,3.24666666666667,1.19,0,0,0,0,8.176,0,0,0,2636.11944435145,170,2437.47889733121,1869.77835893925,46.3964853334802,0,1869.77835893925,0.709291971934626,170,567.700538391952,7.16655752813774,2.05666666666667,250,80,0,61.1836228287841,14.7871374953039,2068.4189059595,198.640547020249,1869.77835893925,198.640547020249,1.28872845588235,2465.7,595.921641060746,40,0.0403,6,6,0,FALSE,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.811,0.709291971934626,0.333333333333333,0.784645365896302,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.903965030271224,0,0,0,0,0,0,0.784645365896302,0.903965030271224,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,34,28,0,9,80,8.27875986732486,584,16.2994616080479,0,0,0,1869.77835893925,2437.47889733121,3049.7,612.221102668794,0.574285714285714,0
"Waratah2011","HATE","HATE_108","end",1.4,0,0,0,0,4021.19506906074,4021.19506906074,0,0,0.193845202264911,4.34,1.28,0,0,0,0,8.176,0,0,0,5807.66748979133,400,5807.66748979133,4021.19506906074,99.7815153613088,0,4021.19506906074,0.692394162739029,400,1786.47242073058,13.5066492955786,3.06,535,135,0,131.583126550868,31.8016111895597,4021.19506906074,0,4021.19506906074,0,1.28872845588235,5302.8,1281.60493093926,40,0.0403,15,15,0,FALSE,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.811,0.692394162739029,0,0.692394162739029,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.692394162739029,1,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,75,60,0,15,135,14.793445646489,1810.7,24.227579269417,0,0,0,4021.19506906074,5807.66748979133,7113.5,1305.83251020867,0.574285714285714,0
"Waratah2011","HATE","HATE_151","end",2.4,0,0,0,0,2761.83902806772,2761.83902806772,0,0,0.193845202264911,3.53333333333333,2.42,0,0,0,0,8.176,0,0,0,4033.01832288376,233,3532.39881212765,2261.21951731161,42.9073912203341,0,2261.21951731161,0.560676728018124,245,1271.17929481604,5.20565393358333,1.11333333333333,488,255,0,76.6831119544592,33.7757207341251,2761.83902806772,500.61951075611,2261.21951731161,500.61951075611,1.80217402777778,4041.2,1779.98048268839,40,0.0527,23,23,0,FALSE,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.811,0.560676728018124,0.28125,0.684806962665347,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.818736897527891,0,0,0,0,0,0,0.684806962665347,0.818736897527891,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,57,34,0,32,255,9.80525973770414,1729,457.820705183958,0,0,0,2261.21951731161,3532.39881212765,5770.2,2237.80118787235,0.574285714285714,0
"Waratah2011","HATE","HATE_153","end",2.4,0,0,0,0,20142.3214299152,20142.3214299152,0,0,0.193845202264911,10.3266666666667,6.42,0,0,0,0,8.176,0,0,0,41766.1986504525,550,39896.3236917042,18272.4464711669,346.725739490833,0,18272.4464711669,0.437493644659685,715,21623.8772205373,51.3836101894343,3.90666666666667,1330,780,0,619.660341555977,272.934602065144,20142.3214299152,1869.8749587483,18272.4464711669,1869.8749587483,1.80217402777778,32656.1,14383.6535288331,40,0.0527,87,87,0,FALSE,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.811,0.437493644659685,0.13,0.482263698415297,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.907166859328777,0,0,0,0,0,0,0.482263698415297,0.907166859328777,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,178,91,0,100,290,83.7548950512889,27905.5,6281.6227794627,0,0,0,18272.4464711669,39896.3236917042,60561.6,20665.2763082958,0.574285714285714,0
"Waratah2011","HATE","HATE_154","end",2.4,0,0,0,0,5108.86942485543,5108.86942485543,0,0,0.193845202264911,6.04,3.43666666666667,0,0,0,0,8.176,0,0,0,12899.7522329765,679,12399.3793409534,4608.4965328323,87.4477520461536,0,4608.4965328323,0.357254654942231,691,7790.88280812107,19.3764970026546,2.60333333333333,1224,545,0,156.284629981025,68.836877934871,5108.86942485543,500.372892023132,4608.4965328323,500.372892023132,1.80217402777778,8236.2,3627.7034671677,40,0.0527,50,50,0,FALSE,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.811,0.357254654942231,0.137931034482759,0.39604399624012,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.902057999449205,0,0,0,0,0,0,0.39604399624012,0.902057999449205,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,154,104,0,58,117,28.6525816378003,9168.1,1377.21719187893,0,0,0,4608.4965328323,12399.3793409534,17404.3,5004.92065904663,0.574285714285714,0
"Waratah2011","HATE","HATE_155","end",2.4,0,0,0,0,10695.1461458729,10695.1461458729,0,0,0.193845202264911,7.29666666666667,5.44333333333333,0,0,0,0,8.176,0,0,0,18346.5532565899,321,16587.9019718809,8936.49486116387,169.572957517341,0,8936.49486116387,0.487093937274237,315,7651.40711071704,18.5444025551201,1.85333333333333,885,564,0,303.056925996205,133.483968478864,10695.1461458729,1758.65128470903,8936.49486116387,1758.65128470903,1.80217402777778,15971.1,7034.60513883613,40,0.0527,45,45,0,FALSE,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.811,0.487093937274237,0.25,0.582951249550445,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.835565474213957,0,0,0,0,0,0,0.582951249550445,0.835565474213957,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,83,38,0,60,210,41.8156541434776,12495,4843.59288928296,0,0,0,8936.49486116387,16587.9019718809,28466.1,11878.1980281191,0.574285714285714,0
"Waratah2011","HATE","HATE_156","end",2.4,0,0,0,0,2964.2297638611,2964.2297638611,0,0,0.193845202264911,4.21333333333333,2.19333333333333,0,0,0,0,8.176,0,0,0,4645.62180359924,381,4143.20722095062,2461.81518121248,46.7137605543166,0,2461.81518121248,0.529921566001169,386,1681.39203973814,10.1642041516693,2.02,578,197,0,83.4857685009488,36.7720079466322,2964.2297638611,502.414582648615,2461.81518121248,502.414582648615,1.80217402777778,4399.7,1937.88481878752,40,0.0527,20,20,0,FALSE,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.811,0.529921566001169,0.259259259259259,0.638069539273416,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.830507544059544,0,0,0,0,0,0,0.638069539273416,0.830507544059544,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,70,50,0,27,197,13.9425278229717,1872.5,191.107960261864,0,0,0,2461.81518121248,4143.20722095062,6272.2,2128.99277904938,0.574285714285714,0
"Waratah2011","HATE","HATE_157","end",2.4,0,0,0,0,3496.82179831466,3496.82179831466,0,0,0.193845202264911,4.41333333333333,2.59666666666667,0,0,0,0,8.176,0,0,0,5872.22619537224,475,5544.03252845022,3168.62813139263,60.1257709941676,0,3168.62813139263,0.539595721617425,466,2375.40439705759,10.0019147111726,1.81666666666667,705,230,0,107.455407969639,47.3296369754718,3496.82179831466,328.193666922022,3168.62813139263,328.193666922022,1.80217402777778,5662.9,2494.27186860737,40,0.0527,33,33,0,FALSE,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.811,0.539595721617425,0.131578947368421,0.595484860762076,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.906145155272082,0,0,0,0,0,0,0.595484860762076,0.906145155272082,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,104,71,0,38,250,15.2976014542201,2824.5,449.095602942411,0,0,0,3168.62813139263,5544.03252845022,8487.4,2943.36747154978,0.574285714285714,0
"Wilunga2012","HATE","HATE_302","end",1.4,0,0,0,0,5384.79833902117,5384.79833902117,0,0,0.193845202264911,4.74333333333333,2.12333333333333,0,0,0,0,8.176,0,0,0,7099.8437203881,179,6540.5856284002,4825.54024703327,119.740452779982,0,4825.54024703327,0.679668516248621,186,1715.04538136693,14.1298365582957,2.62,304,125,0,157.903225806452,38.1627730264696,5384.79833902117,559.258091987901,4825.54024703327,559.258091987901,1.28872845588235,6363.5,1537.95975296673,40,0.0403,14,14,0,FALSE,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.811,0.679668516248621,0.363636363636364,0.758438995432821,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.896141311748815,0,0,0,0,0,0,0.758438995432821,0.896141311748815,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,40,26,0,22,125,17.6708390845581,1826.4,111.354618633073,0,0,0,4825.54024703327,6540.5856284002,8189.9,1649.3143715998,0.574285714285714,0
"Wilunga2012","HATE","HATE_304","end",1.4,0,0,0,0,11690.7755553527,11690.7755553527,0,0,0.193845202264911,6.36333333333333,2.68666666666667,0,0,0,0,8.176,0,0,0,17386.1547125598,523,15779.2302679125,10083.8511107055,250.219630538598,0,10083.8511107055,0.579993177181433,611,5695.37915720704,26.1332075891928,3.67666666666667,685,162,0,329.967741935484,79.7481113968862,11690.7755553527,1606.92444464726,10083.8511107055,1606.92444464726,1.28872845588235,13297.7,3213.84888929452,40,0.0403,12,12,0,FALSE,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.811,0.579993177181433,0.5,0.672418700318323,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.862547661013686,0,0,0,0,0,0,0.672418700318323,0.862547661013686,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,88,76,0,24,162,31.8023511589357,6017.7,322.320842792956,0,0,0,10083.8511107055,15779.2302679125,19315.4,3536.16973208747,0.574285714285714,0
"Wilunga2012","HATE","HATE_306","end",1.4,0,0,0,0,3200.09727778098,3200.09727778098,0,0,0.193845202264911,3.39333333333333,1.32,0,0,0,0,8.176,0,0,0,4875.12116895364,557,4499.97636736863,2824.95247619597,70.0980763324062,0,2824.95247619597,0.579463028362492,518,1675.02389117266,7.67515519881514,2.07333333333333,660,103,0,92.439205955335,22.3411296229288,3200.09727778098,375.144801585013,2824.95247619597,375.144801585013,1.28872845588235,3725.3,900.347523804031,40,0.0403,7,7,0,FALSE,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.811,0.579463028362492,0.416666666666667,0.656413895547919,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.882770813190671,0,0,0,0,0,0,0.656413895547919,0.882770813190671,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,83,76,0,12,103,9.04363295871886,1735.3,60.2761088273414,0,0,0,2824.95247619597,4499.97636736863,5460.6,960.623632631372,0.574285714285714,0
"Wilunga2012","HATE","HATE_307","end",1.4,0,0,0,0,2339.75663431015,2339.75663431015,0,0,0.193845202264911,3.89333333333333,1.17,0,0,0,0,8.176,0,0,0,3091.17072233581,242,2696.64483237857,1945.23074435291,48.2687529616107,0,1945.23074435291,0.62928609225537,242,751.414088025658,10.8299687214888,2.72333333333333,280,38,0,63.6526054590571,15.3838524974464,2339.75663431015,394.525889957238,1945.23074435291,394.525889957238,1.28872845588235,2565.2,619.969255647089,40,0.0403,4,4,0,FALSE,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.811,0.62928609225537,0.636363636363636,0.7569160180652,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.831381655608144,0,0,0,0,0,0,0.7569160180652,0.831381655608144,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,32,28,0,11,38,11.9051002673636,762.1,10.6859119743416,0,0,0,1945.23074435291,2696.64483237857,3327.3,630.65516762143,0.574285714285714,0
"Wilunga2012","HATE","HATE_308","end",1.4,0,0,0,0,1244.67574295015,1244.67574295015,0,0,0.193845202264911,3.16333333333333,1.32,0,0,0,0,8.176,0,0,0,2042.54837824228,368,1929.81007958326,1131.93744429112,28.0877777739733,0,1131.93744429112,0.554179013015699,332,797.872635292133,6.49074858847301,1.84333333333333,468,100,0,37.0397022332506,8.95192445927732,1244.67574295015,112.738298659024,1131.93744429112,112.738298659024,1.28872845588235,1492.7,360.762555708876,40,0.0403,11,11,0,FALSE,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.811,0.554179013015699,0.3125,0.609373935133549,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.909423559270296,0,0,0,0,0,0,0.609373935133549,0.909423559270296,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,60,49,0,16,100,7.85922634837672,834.9,37.027364707867,0,0,0,1131.93744429112,1929.81007958326,2327.6,397.789920416743,0.574285714285714,0
"Wilunga2012","HATE","HATE_310","end",1.4,0,0,0,0,2793.78991108765,2793.78991108765,0,0,0.193845202264911,4.06666666666667,2.37,0,0,0,0,8.176,0,0,0,3826.30151749166,177,3406.03890635123,2373.52729994722,58.8964590557623,0,2373.52729994722,0.620318939607037,188,1032.511606404,8.57723734935467,1.69666666666667,300,123,0,77.667493796526,18.7710347407637,2793.78991108765,420.262611140432,2373.52729994722,420.262611140432,1.28872845588235,3130,756.472700052778,40,0.0403,8,8,0,FALSE,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.811,0.620318939607037,0.555555555555556,0.730154144495944,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.849572579000108,0,0,0,0,0,0,0.730154144495944,0.849572579000108,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,44,36,0,18,123,12.9887402933418,1217.2,184.688393595996,0,0,0,2373.52729994722,3406.03890635123,4347.2,941.161093648774,0.574285714285714,0
"Wilunga2012","HATE","HATE_311","end",1.4,0,0,0,0,2967.50166594346,2967.50166594346,0,0,0.193845202264911,3.13333333333333,1.42333333333333,0,0,0,0,8.176,0,0,0,3881.54814864933,280,3518.40499993869,2604.35851723282,64.6242808246358,0,2604.35851723282,0.670958704489875,270,914.046482705862,6.11974394937658,1.71,382,102,0,85.2208436724566,20.5965628478207,2967.50166594346,363.14314871064,2604.35851723282,363.14314871064,1.28872845588235,3434.4,830.041482767176,40,0.0403,9,9,0,FALSE,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.811,0.670958704489875,0.4375,0.764514969877696,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.877626640322311,0,0,0,0,0,0,0.764514969877696,0.877626640322311,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,44,35,0,16,102,7.71086463531095,972.5,58.4535172941381,0,0,0,2604.35851723282,3518.40499993869,4406.9,888.495000061314,0.574285714285714,0
"Wilunga2012","HATE","HATE_312","end",1.4,0,0,0,0,2650.78026045263,2650.78026045263,0,0,0.193845202264911,2.98,1.58,0,0,0,0,8.176,0,0,0,3431.86974329286,188,2981.1142121076,2200.02472926737,54.5911843490663,0,2200.02472926737,0.641057176941822,212,781.089482840224,5.01398187512931,1.4,298,110,0,71.9900744416873,17.398890092621,2650.78026045263,450.75553118526,2200.02472926737,450.75553118526,1.28872845588235,2901.2,701.175270732626,40,0.0403,5,5,0,FALSE,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.811,0.641057176941822,0.642857142857143,0.7724011861561,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.829953641231548,0,0,0,0,0,0,0.7724011861561,0.829953641231548,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wenk",0,28,23,0,14,110,6.9746498502347,872,90.9105171597757,0,0,0,2200.02472926737,2981.1142121076,3773.2,792.085787892402,0.574285714285714,0
"Basin2007","HATE","HATE_401","end",5,24,0,0,45.7686987522282,6770.40584713825,6724.63714838602,0,0,0.193845202264911,6.61333333333333,4.63666666666667,0,45.7686987522282,0,0,8.176,0,0,0,12575.6222299123,260,9440.42724569738,3635.21086292337,66.6603458971278,0,3635.21086292337,0.290123971033109,410,5805.21638277402,17.4652916585508,1.97666666666667,850,590,0,222.229217603912,155.568871706784,6724.63714838602,3089.42628546265,3680.9795616756,3089.42628546265,0.991691066176471,12118.9,8483.68913707663,40,0.0545333333333333,44,44,0,FALSE,7,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,45.7686987522282,0,0,24,24,0,0,45.7686987522282,45.7686987522282,0,0,0,0,45.7686987522282,1,1,1,0,0,0.811,0.292707549127871,0.364160713051212,0.538375415813161,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0.00363947786562506,0,0.543686692464898,0,0,0,0,0.00482476843407472,0.0124338366962826,0.536689206435076,0.543686692464898,0,45.7686987522282,0.00676011154805054,TRUE,0.154272507968272,0,0,0,0.294202164289607,0,0,0,0,0,0,0,0,"Wenk",0,115,71,0,69.1998762944384,202,34.350313700691,8430.7,2625.48361722598,0,0,0,3680.9795616756,9486.19594444961,20549.6,11109.1727543026,0.574285714285714,0
